FS,Type,request_size,file_size,count,time (ns),Bandwidth (GB/s),Latency (ns)
PMFS,Quill-mmap,2048,1073741824,139968689733632,98312537,10.921718,187
PMFS,Quill-mmap,4096,1073741824,139968689471488,105195722,10.207086,401
PMFS,Quill-mmap,8192,1073741824,139968689340416,112817393,9.517520,860
PMFS,Quill-mmap,16384,1073741824,139968689274880,99325532,10.810330,1515
PMFS,Quill-mmap,32768,1073741824,139968689242112,98356911,10.916791,3001
PMFS,Quill-mmap,65536,1073741824,139968689225728,99391448,10.803161,6066
PMFS,Quill-mmap,131072,1073741824,139968689217536,99414320,10.800676,12135
PMFS,Quill-mmap,262144,1073741824,139968689213440,111670629,9.615257,27263
PMFS,Quill-mmap,524288,1073741824,139968689211392,99997533,10.737683,48826
PMFS,Quill-mmap,1048576,1073741824,139968689210368,103064857,10.418118,100649
PMFS,Quill-mmap,2097152,1073741824,139968689209856,112722818,9.525506,220161
PMFS,Quill-mmap,4194304,1073741824,139968689209600,132991543,8.073760,519498
PMFS,Quill-mmap,8388608,1073741824,139968689209472,158426087,6.777557,1237703
PMFS,Quill-mmap,16777216,1073741824,139968689209408,187511912,5.726259,2929873
PMFS,Quill-mmap,33554432,1073741824,139968689209376,215790863,4.975845,6743464
PMFS,Quill-mmap,67108864,1073741824,139968689209360,208221805,5.156721,13013862
PMFS,Quill,512,1073741824,2097152,614470906,1.747425,293
PMFS,Quill,1024,1073741824,1048576,349226993,3.074624,333
PMFS,Quill,2048,1073741824,524288,225630854,4.758843,430
PMFS,Quill,4096,1073741824,262144,170977464,6.280020,652
PMFS,Quill,8192,1073741824,131072,133982055,8.014072,1022
PMFS,Quill,16384,1073741824,65536,116466676,9.219305,1777
PMFS,Quill,32768,1073741824,32768,108470519,9.898928,3310
PMFS,Quill,65536,1073741824,16384,104109247,10.313607,6354
PMFS,Quill,131072,1073741824,8192,101630810,10.565121,12406
PMFS,Quill,262144,1073741824,4096,100392133,10.695478,24509
PMFS,Quill,524288,1073741824,2048,114647984,9.365553,55980
PMFS,Quill,1048576,1073741824,1024,102575709,10.467798,100171
PMFS,Quill,2097152,1073741824,512,112240185,9.566465,219219
PMFS,Quill,4194304,1073741824,256,134559517,7.979680,525623
PMFS,Quill,8388608,1073741824,128,173709026,6.181267,1357101
PMFS,Quill,16777216,1073741824,64,187803863,5.717357,2934435
PMFS,Quill,33554432,1073741824,32,201844884,5.319639,6307652
PMFS,Quill,67108864,1073741824,16,208333382,5.153960,13020836
PMFS,Quill-mmap,512,1073741824,140514152153088,125156485,8.579194,59
PMFS,Quill-mmap,1024,1073741824,140514151104512,98340645,10.918597,93
PMFS,Quill-mmap,2048,1073741824,140514150580224,98647914,10.884587,188
PMFS,Quill-mmap,4096,1073741824,140514150318080,105007261,10.225405,400
PMFS,Quill-mmap,8192,1073741824,140514150187008,99301318,10.812966,757
PMFS,Quill-mmap,16384,1073741824,140514150121472,99078630,10.837270,1511
PMFS,Quill-mmap,32768,1073741824,140514150088704,98852613,10.862048,3016
PMFS,Quill-mmap,65536,1073741824,140514150072320,99343292,10.808398,6063
PMFS,Quill-mmap,131072,1073741824,140514150064128,99423646,10.799663,12136
PMFS,Quill-mmap,262144,1073741824,140514150060032,99394651,10.802813,24266
PMFS,Quill-mmap,524288,1073741824,140514150057984,99858141,10.752672,48758
PMFS,Quill-mmap,1048576,1073741824,140514150056960,113337433,9.473850,110681
PMFS,Quill-mmap,2097152,1073741824,140514150056448,111274250,9.649509,217332
PMFS,Quill-mmap,4194304,1073741824,140514150056192,132870779,8.081098,519026
PMFS,Quill-mmap,8388608,1073741824,140514150056064,158465389,6.775876,1238010
PMFS,Quill-mmap,16777216,1073741824,140514150056000,187565283,5.724630,2930707
PMFS,Quill-mmap,33554432,1073741824,140514150055968,201667095,5.324328,6302096
PMFS,Quill-mmap,67108864,1073741824,140514150055952,221761366,4.841880,13860085
PMFS,Quill,512,1073741824,2097152,619767982,1.732490,295
PMFS,Quill,1024,1073741824,1048576,355804161,3.017789,339
PMFS,Quill,2048,1073741824,524288,216875116,4.950968,413
PMFS,Quill,4096,1073741824,262144,180725588,5.941283,689
PMFS,Quill,8192,1073741824,131072,133908736,8.018460,1021
PMFS,Quill,16384,1073741824,65536,116385359,9.225747,1775
PMFS,Quill,32768,1073741824,32768,108578816,9.889054,3313
PMFS,Quill,65536,1073741824,16384,104223089,10.302341,6361
PMFS,Quill,131072,1073741824,8192,101209303,10.609122,12354
PMFS,Quill,262144,1073741824,4096,100599566,10.673424,24560
PMFS,Quill,524288,1073741824,2048,101192994,10.610832,49410
PMFS,Quill,1048576,1073741824,1024,102905491,10.434252,100493
PMFS,Quill,2097152,1073741824,512,128791974,8.337024,251546
PMFS,Quill,4194304,1073741824,256,134878631,7.960800,526869
PMFS,Quill,8388608,1073741824,128,157379376,6.822634,1229526
PMFS,Quill,16777216,1073741824,64,199054159,5.394219,3110221
PMFS,Quill,33554432,1073741824,32,201927061,5.317474,6310220
PMFS,Quill,67108864,1073741824,16,208403358,5.152229,13025209
PMFS,Quill-mmap,512,1073741824,140338058493952,124800466,8.603668,59
PMFS,Quill-mmap,1024,1073741824,140338057445376,98220399,10.931964,93
PMFS,Quill-mmap,2048,1073741824,140338056921088,98084141,10.947150,187
PMFS,Quill-mmap,4096,1073741824,140338056658944,104988274,10.227255,400
PMFS,Quill-mmap,8192,1073741824,140338056527872,99317372,10.811219,757
PMFS,Quill-mmap,16384,1073741824,140338056462336,98658800,10.883386,1505
PMFS,Quill-mmap,32768,1073741824,140338056429568,98514185,10.899363,3006
PMFS,Quill-mmap,65536,1073741824,140338056413184,99603060,10.780209,6079
PMFS,Quill-mmap,131072,1073741824,140338056404992,98923193,10.854298,12075
PMFS,Quill-mmap,262144,1073741824,140338056400896,99407201,10.801449,24269
PMFS,Quill-mmap,524288,1073741824,140338056398848,99918017,10.746228,48788
PMFS,Quill-mmap,1048576,1073741824,140338056397824,101932796,10.533821,99543
PMFS,Quill-mmap,2097152,1073741824,140338056397312,112291302,9.562110,219318
PMFS,Quill-mmap,4194304,1073741824,140338056397056,151086657,7.106795,590182
PMFS,Quill-mmap,8388608,1073741824,140338056396928,158540465,6.772667,1238597
PMFS,Quill-mmap,16777216,1073741824,140338056396864,188063331,5.709469,2938489
PMFS,Quill-mmap,33554432,1073741824,140338056396832,213584231,5.027252,6674507
PMFS,Quill-mmap,67108864,1073741824,140338056396816,208304352,5.154678,13019022
PMFS,Quill,512,1073741824,2097152,619652727,1.732812,295
PMFS,Quill,1024,1073741824,1048576,349167006,3.075153,332
PMFS,Quill,2048,1073741824,524288,216627251,4.956633,413
PMFS,Quill,4096,1073741824,262144,170861873,6.284268,651
PMFS,Quill,8192,1073741824,131072,133875723,8.020437,1021
PMFS,Quill,16384,1073741824,65536,129486223,8.292325,1975
PMFS,Quill,32768,1073741824,32768,108484743,9.897630,3310
PMFS,Quill,65536,1073741824,16384,104021721,10.322285,6348
PMFS,Quill,131072,1073741824,8192,101076133,10.623100,12338
PMFS,Quill,262144,1073741824,4096,100428153,10.691642,24518
PMFS,Quill,524288,1073741824,2048,100746300,10.657878,49192
PMFS,Quill,1048576,1073741824,1024,102689709,10.456177,100282
PMFS,Quill,2097152,1073741824,512,111565705,9.624300,217901
PMFS,Quill,4194304,1073741824,256,134784913,7.966335,526503
PMFS,Quill,8388608,1073741824,128,157377420,6.822718,1229511
PMFS,Quill,16777216,1073741824,64,186939376,5.743797,2920927
PMFS,Quill,33554432,1073741824,32,202161319,5.311312,6317541
PMFS,Quill,67108864,1073741824,16,208606584,5.147210,13037911
PMFS,Quill-mmap,512,1073741824,139818367451136,124942633,8.593879,59
PMFS,Quill-mmap,1024,1073741824,139818366402560,110262518,9.738049,105
PMFS,Quill-mmap,2048,1073741824,139818365878272,98574837,10.892656,188
PMFS,Quill-mmap,4096,1073741824,139818365616128,104984496,10.227623,400
PMFS,Quill-mmap,8192,1073741824,139818365485056,99312021,10.811801,757
PMFS,Quill-mmap,16384,1073741824,139818365419520,99270383,10.816336,1514
PMFS,Quill-mmap,32768,1073741824,139818365386752,112048431,9.582837,3419
PMFS,Quill-mmap,65536,1073741824,139818365370368,99317839,10.811168,6061
PMFS,Quill-mmap,131072,1073741824,139818365362176,99677138,10.772198,12167
PMFS,Quill-mmap,262144,1073741824,139818365358080,100104324,10.726228,24439
PMFS,Quill-mmap,524288,1073741824,139818365356032,100452728,10.689026,49049
PMFS,Quill-mmap,1048576,1073741824,139818365355008,116776526,9.194843,114039
PMFS,Quill-mmap,2097152,1073741824,139818365354496,112478047,9.546235,219683
PMFS,Quill-mmap,4194304,1073741824,139818365354240,133130050,8.065360,520039
PMFS,Quill-mmap,8388608,1073741824,139818365354112,157811872,6.803936,1232905
PMFS,Quill-mmap,16777216,1073741824,139818365354048,187108041,5.738619,2923563
PMFS,Quill-mmap,33554432,1073741824,139818365354016,203319480,5.281057,6353733
PMFS,Quill-mmap,67108864,1073741824,139818365354000,221446474,4.848765,13840404
PMFS,Quill,512,1073741824,2097152,617296860,1.739425,294
PMFS,Quill,1024,1073741824,1048576,355175435,3.023131,338
PMFS,Quill,2048,1073741824,524288,216790447,4.952902,413
PMFS,Quill,4096,1073741824,262144,180568042,5.946467,688
PMFS,Quill,8192,1073741824,131072,133742788,8.028409,1020
PMFS,Quill,16384,1073741824,65536,116682647,9.202241,1780
PMFS,Quill,32768,1073741824,32768,108524668,9.893989,3311
PMFS,Quill,65536,1073741824,16384,117642631,9.127149,7180
PMFS,Quill,131072,1073741824,8192,101348509,10.594550,12371
PMFS,Quill,262144,1073741824,4096,100661387,10.666869,24575
PMFS,Quill,524288,1073741824,2048,100980102,10.633202,49306
PMFS,Quill,1048576,1073741824,1024,102852576,10.439620,100441
PMFS,Quill,2097152,1073741824,512,124827389,8.601813,243803
PMFS,Quill,4194304,1073741824,256,134121941,8.005713,523913
PMFS,Quill,8388608,1073741824,128,158124204,6.790496,1235345
PMFS,Quill,16777216,1073741824,64,201353096,5.332631,3146142
PMFS,Quill,33554432,1073741824,32,201993923,5.315714,6312310
PMFS,Quill,67108864,1073741824,16,208301975,5.154737,13018873
PMFS,Quill-mmap,512,1073741824,140587166597120,124948682,8.593463,59
PMFS,Quill-mmap,1024,1073741824,140587165548544,98414723,10.910378,93
PMFS,Quill-mmap,2048,1073741824,140587165024256,99522654,10.788919,189
PMFS,Quill-mmap,4096,1073741824,140587164762112,105993756,10.130237,404
PMFS,Quill-mmap,8192,1073741824,140587164631040,99436919,10.798221,758
PMFS,Quill-mmap,16384,1073741824,140587164565504,99189228,10.825186,1513
PMFS,Quill-mmap,32768,1073741824,140587164532736,98464379,10.904876,3004
PMFS,Quill-mmap,65536,1073741824,140587164516352,99268002,10.816596,6058
PMFS,Quill-mmap,131072,1073741824,140587164508160,109363012,9.818144,13349
PMFS,Quill-mmap,262144,1073741824,140587164504064,99065183,10.838741,24185
PMFS,Quill-mmap,524288,1073741824,140587164502016,99786706,10.760369,48723
PMFS,Quill-mmap,1048576,1073741824,140587164500992,102137686,10.512690,99743
PMFS,Quill-mmap,2097152,1073741824,140587164500480,112311840,9.560362,219359
PMFS,Quill-mmap,4194304,1073741824,140587164500224,148104009,7.249917,578531
PMFS,Quill-mmap,8388608,1073741824,140587164500096,157999666,6.795849,1234372
PMFS,Quill-mmap,16777216,1073741824,140587164500032,186327558,5.762657,2911368
PMFS,Quill-mmap,33554432,1073741824,140587164500000,202318380,5.307189,6322449
PMFS,Quill-mmap,67108864,1073741824,140587164499984,208413372,5.151981,13025835
PMFS,Quill,512,1073741824,2097152,618108992,1.737140,294
PMFS,Quill,1024,1073741824,1048576,349085449,3.075871,332
PMFS,Quill,2048,1073741824,524288,216971534,4.948768,413
PMFS,Quill,4096,1073741824,262144,171889457,6.246700,655
PMFS,Quill,8192,1073741824,131072,134538196,7.980944,1026
PMFS,Quill,16384,1073741824,65536,116798586,9.193106,1782
PMFS,Quill,32768,1073741824,32768,108538404,9.892736,3312
PMFS,Quill,65536,1073741824,16384,104333046,10.291484,6367
PMFS,Quill,131072,1073741824,8192,101933060,10.533794,12443
PMFS,Quill,262144,1073741824,4096,100451418,10.689165,24524
PMFS,Quill,524288,1073741824,2048,100793417,10.652896,49215
PMFS,Quill,1048576,1073741824,1024,102870971,10.437753,100459
PMFS,Quill,2097152,1073741824,512,113919528,9.425441,222499
PMFS,Quill,4194304,1073741824,256,134094880,8.007329,523808
PMFS,Quill,8388608,1073741824,128,157269830,6.827386,1228670
PMFS,Quill,16777216,1073741824,64,185838263,5.777830,2903722
PMFS,Quill,33554432,1073741824,32,217324216,4.940737,6791381
PMFS,Quill,67108864,1073741824,16,209087014,5.135383,13067938
PMFS,Quill-mmap,512,1073741824,140402483003392,125362374,8.565104,59
PMFS,Quill-mmap,1024,1073741824,140402481954816,98957434,10.850542,94
PMFS,Quill-mmap,2048,1073741824,140402481430528,98073110,10.948382,187
PMFS,Quill-mmap,4096,1073741824,140402481168384,105590225,10.168951,402
PMFS,Quill-mmap,8192,1073741824,140402481037312,99662290,10.773802,760
PMFS,Quill-mmap,16384,1073741824,140402480971776,98899361,10.856914,1509
PMFS,Quill-mmap,32768,1073741824,140402480939008,98703771,10.878428,3012
PMFS,Quill-mmap,65536,1073741824,140402480922624,99268442,10.816548,6058
PMFS,Quill-mmap,131072,1073741824,140402480914432,99010449,10.844732,12086
PMFS,Quill-mmap,262144,1073741824,140402480910336,99314906,10.811487,24246
PMFS,Quill-mmap,524288,1073741824,140402480908288,99911981,10.746878,48785
PMFS,Quill-mmap,1048576,1073741824,140402480907264,102078292,10.518807,99685
PMFS,Quill-mmap,2097152,1073741824,140402480906752,112533727,9.541511,219792
PMFS,Quill-mmap,4194304,1073741824,140402480906496,134290304,7.995676,524571
PMFS,Quill-mmap,8388608,1073741824,140402480906368,157978941,6.796740,1234210
PMFS,Quill-mmap,16777216,1073741824,140402480906304,186466206,5.758372,2913534
PMFS,Quill-mmap,33554432,1073741824,140402480906272,202933840,5.291093,6341682
PMFS,Quill-mmap,67108864,1073741824,140402480906256,212453233,5.054015,13278327
